"ID","Case.Number","Date","Block","IUCR","Primary.Type","Description","Location.Description","Arrest","Domestic","Beat","District","Ward","Community.Area","FBI.Code","Year","Updated.On","Time","ActiveOrInactive"
8369410,"HT602504",2011-11-23,"054XX S ASHLAND AVE","0460","BATTERY","SIMPLE","CTA BUS","false","false",932,9,16,61,"08B",2011,"02/10/2018 03:50:01 PM",15:15:00,"Inactive"
8369375,"HT602390",2011-11-23,"001XX W CERMAK RD","0820","THEFT","$500 AND UNDER","CTA PLATFORM","false","false",2111,9,25,34,"06",2011,"02/10/2018 03:50:01 PM",15:25:00,"Inactive"
8369461,"HT602530",2011-11-23,"001XX N WELLS ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",113,1,42,32,"11",2011,"02/10/2018 03:50:01 PM",17:20:00,"Inactive"
8369588,"HT602769",2011-11-23,"028XX W LAKE ST","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",1331,12,2,27,"06",2011,"02/04/2016 06:33:39 AM",18:20:00,"Inactive"
8369737,"HT602651",2011-11-23,"019XX W GARFIELD BLVD","0880","THEFT","PURSE-SNATCHING","CTA BUS","false","false",915,9,16,61,"06",2011,"02/10/2018 03:50:01 PM",18:20:00,"Inactive"
8369598,"HT602795",2011-11-23,"001XX W CERMAK RD","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA TRAIN","true","false",2111,9,25,34,"18",2011,"02/04/2016 06:33:39 AM",20:00:00,"Inactive"
8371126,"HT603649",2011-11-23,"048XX W LAKE ST","1220","DECEPTIVE PRACTICE","THEFT OF LOST/MISLAID PROP","CTA TRAIN","false","false",1532,15,28,25,"11",2011,"02/04/2016 06:33:39 AM",21:00:00,"Inactive"
8371635,"HT603249",2011-11-24,"003XX E 47TH ST","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",222,2,3,38,"06",2011,"02/04/2016 06:33:39 AM",05:25:00,"Active"
8370058,"HT603318",2011-11-24,"052XX N HARLEM AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","CTA BUS","false","false",1613,16,41,10,"14",2011,"02/04/2016 06:33:39 AM",08:20:00,"Inactive"
8370345,"HT603617",2011-11-24,"001XX W CERMAK RD","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","false","false",2111,9,25,34,"03",2011,"02/04/2016 06:33:39 AM",13:30:00,"Inactive"
8370403,"HT603689",2011-11-24,"078XX S EXCHANGE AVE","1350","CRIMINAL TRESPASS","TO STATE SUP LAND","CTA PLATFORM","false","false",421,4,7,43,"26",2011,"02/04/2016 06:33:39 AM",15:20:00,"Inactive"
8370428,"HT603767",2011-11-24,"035XX W DIVERSEY AVE","0820","THEFT","$500 AND UNDER","CTA BUS STOP","false","false",1412,14,35,21,"06",2011,"02/10/2018 03:50:01 PM",18:30:00,"Inactive"
8375933,"HT604312",2011-11-24,"019XX E 79TH ST","0810","THEFT","OVER $500","CTA BUS","false","false",414,4,8,43,"06",2011,"02/04/2016 06:33:39 AM",19:00:00,"Inactive"
8370691,"HT604012",2011-11-25,"069XX S STATE ST","0313","ROBBERY","ARMED: OTHER DANGEROUS WEAPON","CTA BUS STOP","false","false",322,3,6,69,"03",2011,"02/04/2016 06:33:39 AM",00:30:00,"Active"
8370765,"HT604065",2011-11-25,"001XX E CHICAGO AVE","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",1833,18,42,8,"06",2011,"02/10/2018 03:50:01 PM",01:00:00,"Active"
8370804,"HT604161",2011-11-25,"011XX W 87TH ST","0545","ASSAULT","PRO EMP HANDS NO/MIN INJURY","CTA BUS","true","false",2222,22,21,71,"08A",2011,"02/04/2016 06:33:39 AM",06:32:00,"Active"
8391817,"HT608253",2011-11-25,"079XX S STATE ST","0560","ASSAULT","SIMPLE","CTA BUS","false","false",623,6,6,44,"08A",2011,"02/10/2018 03:50:01 PM",09:20:00,"Inactive"
8371153,"HT604463",2011-11-25,"119XX S STEWART AVE","0484","BATTERY","PRO EMP HANDS NO/MIN INJURY","CTA BUS","false","false",522,5,34,53,"08B",2011,"02/04/2016 06:33:39 AM",10:30:00,"Inactive"
8370990,"HT604385",2011-11-25,"0000X W CTA 95TH ST LN","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",634,6,21,49,"11",2011,"02/10/2018 03:50:01 PM",11:20:00,"Inactive"
8371040,"HT604419",2011-11-25,"052XX W LAKE ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA PLATFORM","true","false",1523,15,28,25,"18",2011,"02/04/2016 06:33:39 AM",11:40:00,"Inactive"
8371060,"HT604414",2011-11-25,"007XX W 79TH ST","0320","ROBBERY","STRONGARM - NO WEAPON","CTA BUS","false","false",621,6,17,71,"03",2011,"02/04/2016 06:33:39 AM",11:45:00,"Inactive"
8371008,"HT604413",2011-11-25,"0000X W 95TH ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",634,6,21,49,"11",2011,"02/04/2016 06:33:39 AM",11:47:00,"Inactive"
8371042,"HT604452",2011-11-25,"011XX W WILSON AVE","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",2311,19,46,3,"11",2011,"02/04/2016 06:33:39 AM",12:00:00,"Inactive"
8372374,"HT606065",2011-11-25,"008XX S WESTERN AVE","0460","BATTERY","SIMPLE","CTA BUS","false","false",1224,12,25,28,"08B",2011,"02/04/2016 06:33:39 AM",13:35:00,"Inactive"
8371136,"HT604557",2011-11-25,"003XX N PULASKI RD","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",1122,11,27,26,"06",2011,"02/04/2016 06:33:39 AM",14:00:00,"Inactive"
8371242,"HT604729",2011-11-25,"071XX S BLACKSTONE AVE","0820","THEFT","$500 AND UNDER","CTA BUS STOP","false","false",324,3,5,43,"06",2011,"02/04/2016 06:33:39 AM",15:45:00,"Inactive"
8371270,"HT604736",2011-11-25,"039XX W GRAND AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","CTA BUS","false","false",2535,25,30,23,"14",2011,"02/04/2016 06:33:39 AM",16:09:00,"Inactive"
8371235,"HT604811",2011-11-25,"040XX W LAKE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1114,11,28,26,"11",2011,"02/10/2018 03:50:01 PM",17:00:00,"Inactive"
8371620,"HT604825",2011-11-25,"002XX W 47TH ST","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",935,9,3,37,"06",2011,"02/04/2016 06:33:39 AM",17:10:00,"Inactive"
8371378,"HT604912",2011-11-25,"040XX W LAKE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1114,11,28,26,"11",2011,"02/04/2016 06:33:39 AM",17:25:00,"Inactive"
8371502,"HT604898",2011-11-25,"040XX W LAKE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1114,11,28,26,"11",2011,"02/04/2016 06:33:39 AM",17:30:00,"Inactive"
8371421,"HT604949",2011-11-25,"005XX N CLARK ST","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",1831,18,42,8,"06",2011,"02/04/2016 06:33:39 AM",18:00:00,"Inactive"
8371379,"HT604959",2011-11-25,"008XX N STATE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1832,18,42,8,"11",2011,"02/04/2016 06:33:39 AM",18:45:00,"Inactive"
8371383,"HT604984",2011-11-25,"013XX N CLYBOURN AVE","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1821,18,43,8,"11",2011,"02/04/2016 06:33:39 AM",19:10:00,"Inactive"
8371396,"HT604962",2011-11-25,"008XX N STATE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1832,18,42,8,"11",2011,"02/04/2016 06:33:39 AM",19:10:00,"Inactive"
8371542,"HT605124",2011-11-25,"007XX S CICERO AVE","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",1533,15,24,25,"06",2011,"02/10/2018 03:50:01 PM",20:00:00,"Inactive"
8371616,"HT605122",2011-11-25,"002XX S DEARBORN ST","0870","THEFT","POCKET-PICKING","CTA PLATFORM","false","false",113,1,42,32,"06",2011,"02/04/2016 06:33:39 AM",21:15:00,"Inactive"
8371605,"HT605170",2011-11-25,"024XX W FULLERTON AVE","0460","BATTERY","SIMPLE","CTA BUS","false","false",1431,14,1,22,"08B",2011,"02/10/2018 03:50:01 PM",21:30:00,"Inactive"
8371652,"HT605191",2011-11-25,"059XX W BELMONT AVE","1345","CRIMINAL DAMAGE","TO CITY OF CHICAGO PROPERTY","CTA BUS","false","false",2514,25,30,19,"14",2011,"02/10/2018 03:50:01 PM",22:50:00,"Inactive"
8372096,"HT605389",2011-11-26,"012XX W LOYOLA AVE","1563","SEX OFFENSE","CRIMINAL SEXUAL ABUSE","CTA TRAIN","false","false",2432,24,40,1,"17",2011,"02/04/2016 06:33:39 AM",02:40:00,"Active"
8371824,"HT605461",2011-11-26,"033XX W BELMONT AVE","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",1412,14,35,21,"06",2011,"02/04/2016 06:33:39 AM",04:55:00,"Active"
8371889,"HT605492",2011-11-26,"047XX W MADISON ST","031A","ROBBERY","ARMED: HANDGUN","CTA BUS STOP","false","false",1113,11,28,25,"03",2011,"02/10/2018 03:50:01 PM",07:00:00,"Active"
8371973,"HT605651",2011-11-26,"040XX W LAKE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1114,11,28,26,"11",2011,"02/04/2016 06:33:39 AM",10:15:00,"Inactive"
8373173,"HT605913",2011-11-26,"002XX W GARFIELD BLVD","0820","THEFT","$500 AND UNDER","CTA PLATFORM","false","false",934,9,3,37,"06",2011,"02/04/2016 06:33:39 AM",13:00:00,"Inactive"
8372221,"HT606045",2011-11-26,"002XX S DEARBORN ST","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",123,1,42,32,"06",2011,"02/10/2018 03:50:01 PM",14:30:00,"Inactive"
8372491,"HT606449",2011-11-26,"0000X W 95TH ST","1330","CRIMINAL TRESPASS","TO LAND","CTA PLATFORM","true","false",511,5,21,49,"26",2011,"02/04/2016 06:33:39 AM",14:49:00,"Inactive"
8372329,"HT606105",2011-11-26,"040XX W LAKE ST","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",1114,11,28,26,"06",2011,"02/04/2016 06:33:39 AM",15:35:00,"Inactive"
8373498,"HT607676",2011-11-26,"0000X W JACKSON BLVD","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",123,1,42,32,"06",2011,"02/10/2018 03:50:01 PM",16:30:00,"Inactive"
8372360,"HT606185",2011-11-26,"002XX N KEDZIE AVE","0320","ROBBERY","STRONGARM - NO WEAPON","CTA PLATFORM","false","false",1123,11,28,27,"03",2011,"02/04/2016 06:33:39 AM",16:45:00,"Inactive"
8396573,"HT629174",2011-11-26,"002XX S CANAL ST","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",111,1,2,28,"06",2011,"02/04/2016 06:33:39 AM",17:30:00,"Inactive"
8372616,"HT606412",2011-11-26,"003XX S STATE ST","0870","THEFT","POCKET-PICKING","CTA PLATFORM","false","false",113,1,2,32,"06",2011,"02/10/2018 03:50:01 PM",18:45:00,"Inactive"
8372499,"HT606384",2011-11-26,"001XX W 33RD ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","false","false",924,9,11,34,"11",2011,"02/04/2016 06:33:39 AM",19:10:00,"Inactive"
8372481,"HT606423",2011-11-26,"015XX N SEDGWICK ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1821,18,43,8,"11",2011,"02/04/2016 06:33:39 AM",19:15:00,"Inactive"
8372537,"HT606463",2011-11-26,"008XX N STATE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","false","false",1832,18,42,8,"11",2011,"02/04/2016 06:33:39 AM",19:31:00,"Inactive"
8372779,"HT606654",2011-11-26,"063XX S ASHLAND AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","CTA TRAIN","false","false",725,7,16,67,"14",2011,"02/10/2018 03:50:01 PM",22:00:00,"Inactive"
8372866,"HT606858",2011-11-27,"047XX S WENTWORTH AVE","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",231,2,3,37,"06",2011,"02/04/2016 06:33:39 AM",03:05:00,"Active"
8372922,"HT606960",2011-11-27,"007XX S CICERO AVE","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","false","false",1533,15,24,25,"11",2011,"02/10/2018 03:50:01 PM",05:00:00,"Active"
8373234,"HT606926",2011-11-27,"075XX N PAULINA AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","CTA PLATFORM","false","true",2422,24,49,1,"08B",2011,"02/10/2018 03:50:01 PM",05:35:00,"Active"
8373045,"HT607039",2011-11-27,"040XX W LAKE ST","2024","NARCOTICS","POSS: HEROIN(WHITE)","CTA PLATFORM","true","false",1114,11,28,26,"18",2011,"02/04/2016 06:33:39 AM",09:20:00,"Inactive"
8373486,"HT607411",2011-11-27,"006XX W SHERIDAN RD","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",2323,19,46,6,"06",2011,"02/04/2016 06:33:39 AM",14:20:00,"Inactive"
8373375,"HT607662",2011-11-27,"047XX W LAKE ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA PLATFORM","true","false",1113,11,28,25,"18",2011,"02/04/2016 06:33:39 AM",16:35:00,"Inactive"
8373374,"HT607663",2011-11-27,"001XX N WABASH AVE","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","false","false",122,1,42,32,"03",2011,"02/04/2016 06:33:39 AM",17:00:00,"Inactive"
8373600,"HT607651",2011-11-27,"051XX S COTTAGE GROVE AVE","0545","ASSAULT","PRO EMP HANDS NO/MIN INJURY","CTA BUS","false","false",234,2,4,40,"08A",2011,"02/10/2018 03:50:01 PM",17:45:00,"Inactive"
8373409,"HT607665",2011-11-27,"001XX E BALBO DR","0460","BATTERY","SIMPLE","CTA BUS","true","false",133,1,2,32,"08B",2011,"02/04/2016 06:33:39 AM",17:57:00,"Inactive"
8374975,"HT607819",2011-11-27,"002XX W 47TH ST","0320","ROBBERY","STRONGARM - NO WEAPON","CTA PLATFORM","false","false",935,9,3,37,"03",2011,"02/10/2018 03:50:01 PM",20:15:00,"Inactive"
8373648,"HT607942",2011-11-27,"014XX W 69TH ST","0820","THEFT","$500 AND UNDER","CTA BUS","false","false",725,7,17,67,"06",2011,"02/04/2016 06:33:39 AM",22:58:00,"Inactive"
8373772,"HT608031",2011-11-28,"020XX N CICERO AVE","0555","ASSAULT","AGG PRO.EMP: HANDGUN","CTA BUS","false","false",2522,25,31,19,"04A",2011,"02/04/2016 06:33:39 AM",00:45:00,"Active"
8373890,"HT608093",2011-11-28,"007XX S CICERO AVE","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","false","false",1533,15,24,25,"11",2011,"02/04/2016 06:33:39 AM",05:50:00,"Active"
8374215,"HT608258",2011-11-28,"007XX W 63RD ST","0460","BATTERY","SIMPLE","CTA BUS","false","false",711,7,16,68,"08B",2011,"02/04/2016 06:33:39 AM",09:05:00,"Inactive"
8374378,"HT608436",2011-11-28,"011XX W WILSON AVE","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",2311,19,46,3,"11",2011,"02/04/2016 06:33:39 AM",11:15:00,"Inactive"
8374492,"HT608410",2011-11-28,"0000X W CTA 69TH ST LN","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","false","false",731,3,6,69,"11",2011,"02/09/2018 03:44:29 PM",11:15:00,"Inactive"
8374739,"HT608529",2011-11-28,"036XX W LAKE ST","2026","NARCOTICS","POSS: PCP","CTA PLATFORM","true","false",1123,11,28,27,"18",2011,"02/04/2016 06:33:39 AM",12:10:00,"Inactive"
8374945,"HT608717",2011-11-28,"119XX S WALLACE ST","0870","THEFT","POCKET-PICKING","CTA BUS STOP","false","false",524,5,34,53,"06",2011,"02/10/2018 03:50:01 PM",13:30:00,"Inactive"
8374885,"HT608733",2011-11-28,"004XX S WESTERN AVE","2220","LIQUOR LAW VIOLATION","ILLEGAL POSSESSION BY MINOR","CTA PLATFORM","true","false",1135,11,2,28,"22",2011,"02/04/2016 06:33:39 AM",13:42:00,"Inactive"
8374847,"HT608713",2011-11-28,"040XX W LAKE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1114,11,28,26,"11",2011,"02/04/2016 06:33:39 AM",14:00:00,"Inactive"
8374881,"HT608789",2011-11-28,"016XX W CHICAGO AVE","0870","THEFT","POCKET-PICKING","CTA BUS","false","false",1322,12,1,24,"06",2011,"02/10/2018 03:50:01 PM",14:15:00,"Inactive"
8375125,"HT608837",2011-11-28,"043XX W CHICAGO AVE","0460","BATTERY","SIMPLE","CTA BUS","false","false",1111,11,28,23,"08B",2011,"02/04/2016 06:33:39 AM",14:50:00,"Inactive"
8382960,"HT610216",2011-11-28,"103XX S STONY ISLAND EXT AVE","0520","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","CTA BUS","false","false",512,5,10,50,"04A",2011,"02/04/2016 06:33:39 AM",15:00:00,"Inactive"
8376881,"HT609154",2011-11-28,"062XX N BROADWAY","0870","THEFT","POCKET-PICKING","CTA BUS","false","false",2433,24,48,77,"06",2011,"02/10/2018 03:50:01 PM",15:15:00,"Inactive"
8375064,"HT608842",2011-11-28,"054XX S DAMEN AVE","1345","CRIMINAL DAMAGE","TO CITY OF CHICAGO PROPERTY","CTA BUS","false","false",915,9,16,61,"14",2011,"02/10/2018 03:50:01 PM",15:27:00,"Inactive"
8375455,"HT609135",2011-11-28,"069XX S ELIZABETH ST","0320","ROBBERY","STRONGARM - NO WEAPON","CTA BUS","false","false",734,7,17,67,"03",2011,"02/10/2018 03:50:01 PM",17:00:00,"Inactive"
8375284,"HT609053",2011-11-28,"012XX W 69TH ST","0320","ROBBERY","STRONGARM - NO WEAPON","CTA BUS","false","false",734,7,17,67,"03",2011,"02/04/2016 06:33:39 AM",17:15:00,"Inactive"
8375294,"HT609156",2011-11-28,"0000X S STATE ST","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",123,1,42,32,"06",2011,"02/04/2016 06:33:39 AM",17:20:00,"Inactive"
8375289,"HT609278",2011-11-28,"014XX W 69TH ST","2860","PUBLIC PEACE VIOLATION","FALSE POLICE REPORT","CTA BUS","false","false",734,7,17,67,"24",2011,"02/04/2016 06:33:39 AM",19:13:00,"Inactive"
8375318,"HT609313",2011-11-28,"040XX W LAKE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1114,11,28,26,"11",2011,"02/04/2016 06:33:39 AM",20:10:00,"Inactive"
8375355,"HT609374",2011-11-28,"040XX W LAKE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1114,11,28,26,"11",2011,"02/04/2016 06:33:39 AM",20:30:00,"Inactive"
8378250,"HT611537",2011-11-28,"077XX S PULASKI RD","0810","THEFT","OVER $500","CTA BUS","false","false",834,8,13,70,"06",2011,"02/10/2018 03:50:01 PM",21:34:00,"Inactive"
8375610,"HT609582",2011-11-29,"011XX S AUSTIN BLVD","0320","ROBBERY","STRONGARM - NO WEAPON","CTA BUS STOP","false","false",1513,15,29,25,"03",2011,"02/04/2016 06:33:39 AM",01:50:00,"Active"
8377146,"HT610719",2011-11-29,"012XX N CLARK ST","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","CTA TRAIN","false","false",1821,18,42,8,"11",2011,"02/10/2018 03:50:01 PM",08:00:00,"Inactive"
8376428,"HT609987",2011-11-29,"046XX N BROADWAY","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",2311,19,46,3,"11",2011,"02/10/2018 03:50:01 PM",11:40:00,"Inactive"
8376409,"HT609954",2011-11-29,"0000X E ROOSEVELT RD","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",132,1,2,32,"06",2011,"02/04/2016 06:33:39 AM",11:50:00,"Inactive"
8376583,"HT610020",2011-11-29,"046XX N BROADWAY","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",2311,19,46,3,"11",2011,"02/10/2018 03:50:01 PM",12:01:00,"Inactive"
8376577,"HT610025",2011-11-29,"0000X W 87TH ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",634,6,21,44,"11",2011,"02/04/2016 06:33:39 AM",12:35:00,"Inactive"
8424539,"HV103254",2011-11-29,"002XX W GARFIELD BLVD","0850","THEFT","ATTEMPT THEFT","CTA TRAIN","false","false",934,9,3,37,"06",2011,"02/04/2016 06:33:39 AM",13:00:00,"Inactive"
8377084,"HT610449",2011-11-29,"001XX W LAKE ST","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",113,1,42,32,"06",2011,"02/04/2016 06:33:39 AM",13:30:00,"Inactive"
8376797,"HT610150",2011-11-29,"001XX W 35TH ST","1345","CRIMINAL DAMAGE","TO CITY OF CHICAGO PROPERTY","CTA PLATFORM","true","false",924,9,11,34,"14",2011,"02/10/2018 03:50:01 PM",13:49:00,"Inactive"
8376970,"HT610318",2011-11-29,"062XX S LANGLEY AVE","0430","BATTERY","AGGRAVATED: OTHER DANG WEAPON","CTA BUS","false","false",313,3,20,42,"04B",2011,"02/10/2018 03:50:01 PM",15:10:00,"Inactive"
8377123,"HT610348",2011-11-29,"075XX S DR MARTIN LUTHER KING JR DR","0460","BATTERY","SIMPLE","CTA BUS","true","false",623,6,6,69,"08B",2011,"02/04/2016 06:33:39 AM",15:15:00,"Inactive"
8376972,"HT610289",2011-11-29,"011XX W GRANVILLE AVE","0560","ASSAULT","SIMPLE","CTA TRAIN","false","false",2433,24,48,77,"08A",2011,"02/10/2018 03:50:01 PM",15:20:00,"Inactive"
8376864,"HT610298",2011-11-29,"019XX S CENTRAL PARK AVE","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",1024,10,24,29,"06",2011,"02/10/2018 03:50:01 PM",15:30:00,"Inactive"
8381895,"HT613411",2011-11-29,"053XX N CUMBERLAND AVE","1570","SEX OFFENSE","PUBLIC INDECENCY","CTA BUS","false","false",1614,16,41,10,"17",2011,"02/04/2016 06:33:39 AM",15:50:00,"Inactive"
8376918,"HT610467",2011-11-29,"001XX S ASHLAND AVE","0810","THEFT","OVER $500","CTA BUS","false","false",1211,12,2,28,"06",2011,"02/10/2018 03:50:01 PM",16:20:00,"Inactive"
8377366,"HT610803",2011-11-29,"0000X W 79TH ST","0460","BATTERY","SIMPLE","CTA PLATFORM","true","false",623,6,6,44,"08B",2011,"02/10/2018 03:50:01 PM",20:24:00,"Inactive"
8386126,"HT619293",2011-11-29,"001XX N WELLS ST","0880","THEFT","PURSE-SNATCHING","CTA PLATFORM","false","false",113,1,42,32,"06",2011,"02/10/2018 03:50:01 PM",22:30:00,"Inactive"
8377387,"HT610951",2011-11-30,"007XX W 79TH ST","0460","BATTERY","SIMPLE","CTA BUS","true","false",621,6,17,71,"08B",2011,"02/04/2016 06:33:39 AM",00:00:00,"Active"
8378010,"HT611166",2011-11-30,"010XX S ASHLAND AVE","0820","THEFT","$500 AND UNDER","CTA BUS","false","false",1224,12,2,28,"06",2011,"02/10/2018 03:50:01 PM",07:59:00,"Inactive"
8377739,"HT611153",2011-11-30,"0000X W 79TH ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA BUS","true","false",623,6,6,44,"11",2011,"02/10/2018 03:50:01 PM",08:50:00,"Inactive"
8377885,"HT611302",2011-11-30,"028XX W LAKE ST","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",1331,12,2,27,"06",2011,"02/10/2018 03:50:01 PM",10:23:00,"Inactive"
8378039,"HT611389",2011-11-30,"008XX E 63RD ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",313,3,20,42,"11",2011,"02/04/2016 06:33:39 AM",11:11:00,"Inactive"
8378234,"HT611446",2011-11-30,"046XX N BROADWAY","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",2311,19,46,3,"11",2011,"02/04/2016 06:33:39 AM",11:35:00,"Inactive"
8379034,"HT612213",2011-11-30,"036XX W LAKE ST","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",1122,11,28,27,"06",2011,"02/04/2016 06:33:39 AM",13:00:00,"Inactive"
8379604,"HT611547",2011-11-30,"0000X W 79TH ST","0460","BATTERY","SIMPLE","CTA PLATFORM","false","false",623,6,6,44,"08B",2011,"02/10/2018 03:50:01 PM",13:00:00,"Inactive"
8378420,"HT611588",2011-11-30,"001XX W 35TH ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",924,9,11,34,"11",2011,"02/10/2018 03:50:01 PM",13:30:00,"Inactive"
8381944,"HT614679",2011-11-30,"087XX S STATE ST","0880","THEFT","PURSE-SNATCHING","CTA TRAIN","false","false",634,6,21,44,"06",2011,"02/10/2018 03:50:01 PM",15:00:00,"Inactive"
8379014,"HT611781",2011-11-30,"058XX S HALSTED ST","0460","BATTERY","SIMPLE","CTA BUS","false","false",712,7,16,68,"08B",2011,"02/04/2016 06:33:39 AM",15:28:00,"Inactive"
8378731,"HT611917",2011-11-30,"010XX E 41ST ST","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",2123,2,4,36,"06",2011,"02/04/2016 06:33:39 AM",16:30:00,"Inactive"
8392754,"HT611943",2011-11-30,"002XX W 63RD ST","0320","ROBBERY","STRONGARM - NO WEAPON","CTA PLATFORM","false","false",711,7,20,68,"03",2011,"02/04/2016 06:33:39 AM",16:45:00,"Inactive"
8378855,"HT612048",2011-11-30,"002XX S STATE ST","1330","CRIMINAL TRESPASS","TO LAND","CTA PLATFORM","true","false",123,1,42,32,"26",2011,"02/10/2018 03:50:01 PM",17:50:00,"Inactive"
8378878,"HT612165",2011-11-30,"002XX S STATE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","false","false",123,1,42,32,"11",2011,"02/10/2018 03:50:01 PM",19:20:00,"Inactive"
8379004,"HT612216",2011-11-30,"0000X N CLARK ST","031A","ROBBERY","ARMED: HANDGUN","CTA BUS STOP","false","false",113,1,42,32,"03",2011,"02/10/2018 03:50:01 PM",19:40:00,"Inactive"
8378961,"HT612237",2011-11-30,"002XX N PULASKI RD","2024","NARCOTICS","POSS: HEROIN(WHITE)","CTA BUS STOP","true","false",1114,11,28,26,"18",2011,"02/04/2016 06:33:39 AM",20:00:00,"Inactive"
8382198,"HT612320",2011-11-30,"044XX W CONGRESS PKWY","031A","ROBBERY","ARMED: HANDGUN","CTA TRAIN","false","false",1131,11,24,26,"03",2011,"02/04/2016 06:33:39 AM",21:25:00,"Inactive"
8379252,"HT612332",2011-11-30,"002XX S STATE ST","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",113,1,42,32,"06",2011,"02/10/2018 03:50:01 PM",21:30:00,"Inactive"
