"ID","Case.Number","Date","Block","IUCR","Primary.Type","Description","Location.Description","Arrest","Domestic","Beat","District","Ward","Community.Area","FBI.Code","Year","Updated.On","Time","ActiveOrInactive"
7870071,"HT100317",2011-01-01,"008XX E 79TH ST","0460","BATTERY","SIMPLE","CTA BUS","true","false",624,6,6,69,"08B",2011,"02/04/2016 06:33:39 AM",00:15:00,"Active"
7869621,"HT100175",2011-01-01,"001XX N STATE ST","0560","ASSAULT","SIMPLE","CTA PLATFORM","false","false",122,1,42,32,"08A",2011,"02/04/2016 06:33:39 AM",01:30:00,"Active"
7869647,"HT100156",2011-01-01,"011XX W 69TH ST","0460","BATTERY","SIMPLE","CTA BUS","false","false",724,7,17,68,"08B",2011,"02/04/2016 06:33:39 AM",01:45:00,"Active"
7869682,"HT100176",2011-01-01,"0000X S STATE ST","0810","THEFT","OVER $500","CTA TRAIN","false","false",123,1,42,32,"06",2011,"02/04/2016 06:33:39 AM",02:00:00,"Active"
7870254,"HT101146",2011-01-01,"009XX W FULLERTON AVE","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",1812,18,43,7,"06",2011,"02/04/2016 06:33:39 AM",02:00:00,"Active"
7869713,"HT100235",2011-01-01,"009XX W FULLERTON AVE","1563","SEX OFFENSE","CRIMINAL SEXUAL ABUSE","CTA TRAIN","false","false",1812,18,43,7,"17",2011,"02/04/2016 06:33:39 AM",02:30:00,"Active"
7870065,"HT100800",2011-01-01,"0000X W 79TH ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","CTA BUS STOP","false","true",623,6,6,44,"08B",2011,"02/04/2016 06:33:39 AM",02:40:00,"Active"
7869656,"HT100245",2011-01-01,"015XX W CHICAGO AVE","0460","BATTERY","SIMPLE","CTA BUS","false","false",1323,12,1,24,"08B",2011,"02/04/2016 06:33:39 AM",02:50:00,"Active"
7869657,"HT100301",2011-01-01,"008XX W NORTH AVE","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",1822,18,43,8,"06",2011,"02/04/2016 06:33:39 AM",03:30:00,"Active"
7869735,"HT100292",2011-01-01,"002XX S STATE ST","0312","ROBBERY","ARMED:KNIFE/CUTTING INSTRUMENT","CTA TRAIN","false","false",123,1,42,32,"03",2011,"02/04/2016 06:33:39 AM",03:30:00,"Active"
7872988,"HT103553",2011-01-01,"022XX N CALIFORNIA AVE","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",1414,14,35,22,"06",2011,"02/04/2016 06:33:39 AM",04:00:00,"Active"
7869744,"HT100371",2011-01-01,"063XX N BROADWAY","0460","BATTERY","SIMPLE","CTA BUS","true","false",2433,24,40,77,"08B",2011,"02/04/2016 06:33:39 AM",04:23:00,"Active"
7869874,"HT100451",2011-01-01,"001XX N STATE ST","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","false","false",122,1,42,32,"03",2011,"02/04/2016 06:33:39 AM",05:30:00,"Active"
7874466,"HT105058",2011-01-01,"011XX S STATE ST","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","false","false",132,1,2,32,"03",2011,"02/04/2016 06:33:39 AM",06:03:00,"Active"
7872408,"HT100492",2011-01-01,"063XX S WOLCOTT AVE","0460","BATTERY","SIMPLE","CTA BUS","false","false",726,7,15,67,"08B",2011,"02/04/2016 06:33:39 AM",06:40:00,"Active"
7870094,"HT100559",2011-01-01,"003XX W CHICAGO AVE","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","false","false",1823,18,27,8,"03",2011,"02/04/2016 06:33:39 AM",08:45:00,"Inactive"
7877739,"HT100978",2011-01-01,"015XX N SEDGWICK ST","0810","THEFT","OVER $500","CTA TRAIN","false","false",1821,18,43,8,"06",2011,"02/04/2016 06:33:39 AM",15:00:00,"Inactive"
7870280,"HT101136",2011-01-01,"004XX S RACINE AVE","0460","BATTERY","SIMPLE","CTA PLATFORM","true","false",1213,12,2,28,"08B",2011,"02/04/2016 06:33:39 AM",17:16:00,"Inactive"
7870309,"HT101202",2011-01-01,"040XX W LAKE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1114,11,28,26,"11",2011,"02/04/2016 06:33:39 AM",18:00:00,"Inactive"
7870493,"HT101240",2011-01-01,"015XX N CLYBOURN AVE","0320","ROBBERY","STRONGARM - NO WEAPON","CTA PLATFORM","true","false",1822,18,43,8,"03",2011,"02/04/2016 06:33:39 AM",18:30:00,"Inactive"
7878190,"HT101263",2011-01-01,"002XX S DEARBORN ST","2850","PUBLIC PEACE VIOLATION","BOMB THREAT","CTA PLATFORM","true","false",123,1,42,32,"26",2011,"02/04/2016 06:33:39 AM",18:57:00,"Inactive"
7871128,"HT101327",2011-01-01,"001XX W LAKE ST","0560","ASSAULT","SIMPLE","CTA TRAIN","false","false",113,1,42,32,"08A",2011,"02/04/2016 06:33:39 AM",20:15:00,"Inactive"
7871284,"HT101911",2011-01-01,"021XX S KEDZIE AVE","0320","ROBBERY","STRONGARM - NO WEAPON","CTA BUS STOP","false","false",1022,10,24,30,"03",2011,"02/04/2016 06:33:39 AM",21:00:00,"Inactive"
7872672,"HT101362",2011-01-01,"003XX N CENTRAL AVE","0320","ROBBERY","STRONGARM - NO WEAPON","CTA PLATFORM","true","false",1512,15,29,25,"03",2011,"02/04/2016 06:33:39 AM",21:24:00,"Inactive"
7870650,"HT101597",2011-01-02,"063XX S KEDZIE AVE","0820","THEFT","$500 AND UNDER","CTA BUS STOP","false","false",823,8,15,66,"06",2011,"02/04/2016 06:33:39 AM",03:15:00,"Active"
7870682,"HT101623",2011-01-02,"047XX S DAN RYAN XPRS IB","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",935,9,3,37,"06",2011,"02/04/2016 06:33:39 AM",04:50:00,"Active"
7871721,"HT101624",2011-01-02,"001XX W 35TH ST","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",924,9,11,34,"06",2011,"02/04/2016 06:33:39 AM",05:09:00,"Active"
7871107,"HT101962",2011-01-02,"075XX N PAULINA AVE","2890","PUBLIC PEACE VIOLATION","OTHER VIOLATION","CTA PLATFORM","true","false",2422,24,49,1,"26",2011,"02/04/2016 06:33:39 AM",13:08:00,"Inactive"
7882492,"HT102039",2011-01-02,"047XX S STATE ST","0460","BATTERY","SIMPLE","CTA TRAIN","false","false",231,2,3,38,"08B",2011,"02/04/2016 06:33:39 AM",13:30:00,"Inactive"
7871496,"HT102304",2011-01-02,"010XX W 95TH ST","1320","CRIMINAL DAMAGE","TO VEHICLE","CTA BUS","false","false",2223,22,21,73,"14",2011,"02/04/2016 06:33:39 AM",18:15:00,"Inactive"
7872146,"HT102954",2011-01-02,"015XX N CLYBOURN AVE","0810","THEFT","OVER $500","CTA PLATFORM","false","false",1822,18,27,8,"06",2011,"02/04/2016 06:33:39 AM",18:50:00,"Inactive"
7871581,"HT102522",2011-01-02,"004XX E 35TH ST","0545","ASSAULT","PRO EMP HANDS NO/MIN INJURY","CTA BUS","true","false",212,2,4,35,"08A",2011,"02/04/2016 06:33:39 AM",22:00:00,"Inactive"
7871633,"HT102616",2011-01-02,"016XX N DAMEN AVE","0870","THEFT","POCKET-PICKING","CTA PLATFORM","false","false",1434,14,32,24,"06",2011,"02/04/2016 06:33:39 AM",23:45:00,"Inactive"
7879594,"HT102846",2011-01-03,"0000X W 69TH ST","0460","BATTERY","SIMPLE","CTA PLATFORM","false","false",731,7,6,69,"08B",2011,"02/04/2016 06:33:39 AM",08:37:00,"Inactive"
7872313,"HT102966",2011-01-03,"048XX N BROADWAY","0870","THEFT","POCKET-PICKING","CTA BUS","false","false",2033,20,48,3,"06",2011,"02/04/2016 06:33:39 AM",10:45:00,"Inactive"
7872253,"HT103057",2011-01-03,"040XX W LAKE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1114,11,28,26,"11",2011,"02/04/2016 06:33:39 AM",11:30:00,"Inactive"
7872423,"HT103103",2011-01-03,"015XX N SEDGWICK ST","0810","THEFT","OVER $500","CTA TRAIN","false","false",1821,18,43,8,"06",2011,"02/04/2016 06:33:39 AM",12:00:00,"Inactive"
7872926,"HT103894",2011-01-03,"0000X W 79TH ST","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","CTA TRAIN","false","false",623,6,6,44,"11",2011,"02/04/2016 06:33:39 AM",12:30:00,"Inactive"
7875946,"HT106448",2011-01-03,"017XX W LAWRENCE AVE","0870","THEFT","POCKET-PICKING","CTA BUS","false","false",2032,20,47,3,"06",2011,"02/04/2016 06:33:39 AM",13:30:00,"Inactive"
7872955,"HT103687",2011-01-03,"009XX W BELMONT AVE","0810","THEFT","OVER $500","CTA TRAIN","false","false",1932,19,44,6,"06",2011,"02/04/2016 06:33:39 AM",16:00:00,"Inactive"
7893103,"HT123200",2011-01-03,"019XX N CLARK ST","0560","ASSAULT","SIMPLE","CTA BUS","false","true",1814,18,43,7,"08A",2011,"02/04/2016 06:33:39 AM",16:00:00,"Inactive"
7911279,"HT104125",2011-01-03,"002XX W 63RD ST","033A","ROBBERY","ATTEMPT: ARMED-HANDGUN","CTA PLATFORM","false","false",711,7,20,68,"03",2011,"02/04/2016 06:33:39 AM",16:15:00,"Inactive"
7875929,"HT105934",2011-01-03,"005XX W 103RD ST","0460","BATTERY","SIMPLE","CTA BUS","false","false",2232,22,9,73,"08B",2011,"02/04/2016 06:33:39 AM",17:00:00,"Inactive"
7873148,"HT104122",2011-01-03,"046XX N BROADWAY","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","false","false",2311,19,46,3,"03",2011,"02/04/2016 06:33:39 AM",19:15:00,"Inactive"
7873792,"HT104602",2011-01-03,"063XX S DR MARTIN LUTHER KING JR DR","0870","THEFT","POCKET-PICKING","CTA BUS STOP","false","false",312,3,20,69,"06",2011,"02/04/2016 06:33:39 AM",20:00:00,"Inactive"
7873630,"HT104075",2011-01-03,"001XX S STATE ST","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","false","false",123,1,42,32,"03",2011,"02/04/2016 06:33:39 AM",21:00:00,"Inactive"
7873303,"HT104318",2011-01-04,"046XX N BROADWAY","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","false","false",2311,19,46,3,"03",2011,"02/04/2016 06:33:39 AM",02:00:00,"Active"
7874529,"HT105131",2011-01-04,"095XX S DAN RYAN EXPY IB","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",511,5,21,49,"06",2011,"02/04/2016 06:33:39 AM",04:00:00,"Active"
7873585,"HT104423",2011-01-04,"079XX S CICERO AVE","0820","THEFT","$500 AND UNDER","CTA BUS","false","false",834,8,13,70,"06",2011,"02/04/2016 06:33:39 AM",07:43:00,"Inactive"
7881163,"HT104509",2011-01-04,"011XX W THORNDALE AVE","1563","SEX OFFENSE","CRIMINAL SEXUAL ABUSE","CTA PLATFORM","false","false",2433,24,48,77,"17",2011,"02/04/2016 06:33:39 AM",08:40:00,"Inactive"
7874590,"HT105241",2011-01-04,"005XX S PULASKI RD","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",1132,11,24,26,"06",2011,"02/04/2016 06:33:39 AM",16:15:00,"Inactive"
7874715,"HT105311",2011-01-04,"028XX W LAKE ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA TRAIN","true","false",1331,12,2,27,"18",2011,"02/04/2016 06:33:39 AM",17:50:00,"Inactive"
7874658,"HT105385",2011-01-04,"013XX W MORSE AVE","0460","BATTERY","SIMPLE","CTA TRAIN","false","false",2431,24,49,1,"08B",2011,"02/04/2016 06:33:39 AM",18:30:00,"Inactive"
7874724,"HT105442",2011-01-04,"029XX E 83RD ST","0440","BATTERY","AGG: HANDS/FIST/FEET NO/MINOR INJURY","CTA PLATFORM","false","false",424,4,10,46,"08B",2011,"02/04/2016 06:33:39 AM",18:30:00,"Inactive"
7874939,"HT105569",2011-01-04,"015XX N SEDGWICK ST","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",1821,18,43,8,"06",2011,"02/04/2016 06:33:39 AM",20:43:00,"Inactive"
7876106,"HT106756",2011-01-04,"040XX W LAKE ST","0810","THEFT","OVER $500","CTA TRAIN","false","false",1114,11,28,26,"06",2011,"02/04/2016 06:33:39 AM",23:00:00,"Inactive"
7875010,"HT105731",2011-01-04,"0000X W 95TH ST","0460","BATTERY","SIMPLE","CTA BUS STOP","false","false",634,6,21,49,"08B",2011,"02/04/2016 06:33:39 AM",23:15:00,"Inactive"
7875228,"HT105849",2011-01-05,"063XX S ASHLAND AVE","0620","BURGLARY","UNLAWFUL ENTRY","CTA BUS STOP","false","false",725,7,16,67,"05",2011,"02/04/2016 06:33:39 AM",00:01:00,"Active"
7875786,"HT105899",2011-01-05,"0000X W 95TH ST","1345","CRIMINAL DAMAGE","TO CITY OF CHICAGO PROPERTY","CTA TRAIN","false","false",634,6,21,49,"14",2011,"02/04/2016 06:33:39 AM",01:00:00,"Active"
7875205,"HT105866",2011-01-05,"002XX N STATE ST","1305","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","CTA TRAIN","true","false",122,1,42,32,"14",2011,"02/04/2016 06:33:39 AM",07:00:00,"Active"
7875810,"HT106223",2011-01-05,"079XX S WESTERN AVE","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","CTA BUS STOP","true","true",835,8,18,70,"26",2011,"02/04/2016 06:33:39 AM",09:00:00,"Inactive"
7883902,"HT106074",2011-01-05,"0000X W CTA OHARE PLATFORM ST","1570","SEX OFFENSE","PUBLIC INDECENCY","CTA PLATFORM","true","false",1654,16,41,76,"17",2011,"02/04/2016 06:33:39 AM",10:15:00,"Inactive"
7885934,"HT106310",2011-01-05,"046XX N BROADWAY","1680","GAMBLING","OTHER","CTA PLATFORM","true","false",2311,19,46,3,"19",2011,"02/04/2016 06:33:39 AM",11:49:41,"Inactive"
7876049,"HT106654",2011-01-05,"095XX S STATE ST","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",511,5,21,49,"06",2011,"02/04/2016 06:33:39 AM",12:00:00,"Inactive"
7875793,"HT106294",2011-01-05,"0000X N STATE ST","1350","CRIMINAL TRESPASS","TO STATE SUP LAND","CTA PLATFORM","true","false",122,1,42,32,"26",2011,"02/04/2016 06:33:39 AM",12:25:00,"Inactive"
7877072,"HT107497",2011-01-05,"008XX N MICHIGAN AVE","0890","THEFT","FROM BUILDING","CTA BUS","false","false",1833,18,42,8,"06",2011,"02/04/2016 06:33:39 AM",13:00:00,"Inactive"
7878141,"HT107632",2011-01-05,"032XX W MADISON ST","0560","ASSAULT","SIMPLE","CTA BUS","false","false",1123,11,28,27,"08A",2011,"02/04/2016 06:33:39 AM",14:00:00,"Inactive"
7876977,"HT107563",2011-01-05,"074XX S DAMEN AVE","0820","THEFT","$500 AND UNDER","CTA BUS STOP","false","false",735,7,17,67,"06",2011,"02/04/2016 06:33:39 AM",14:30:00,"Inactive"
7876077,"HT106659",2011-01-05,"073XX S HALSTED ST","0870","THEFT","POCKET-PICKING","CTA BUS","false","false",733,7,17,68,"06",2011,"02/04/2016 06:33:39 AM",16:30:00,"Inactive"
7876163,"HT106767",2011-01-05,"006XX N CENTRAL AVE","3730","INTERFERENCE WITH PUBLIC OFFICER","OBSTRUCTING JUSTICE","CTA BUS","true","false",1524,15,37,25,"24",2011,"02/04/2016 06:33:39 AM",16:46:00,"Inactive"
7884872,"HT106796",2011-01-05,"028XX S STATE ST","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",2113,1,3,35,"06",2011,"02/04/2016 06:33:39 AM",17:25:00,"Inactive"
7876251,"HT106915",2011-01-05,"032XX S WALLACE ST","0320","ROBBERY","STRONGARM - NO WEAPON","CTA BUS STOP","true","false",924,9,11,60,"03",2011,"02/04/2016 06:33:39 AM",18:25:00,"Inactive"
7876231,"HT106931",2011-01-05,"002XX S STATE ST","0460","BATTERY","SIMPLE","CTA PLATFORM","true","false",123,1,42,32,"08B",2011,"02/04/2016 06:33:39 AM",18:45:00,"Inactive"
7876186,"HT106921",2011-01-05,"005XX S PULASKI RD","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA PLATFORM","true","false",1132,11,24,26,"18",2011,"02/04/2016 06:33:39 AM",18:56:00,"Inactive"
7876302,"HT106939",2011-01-05,"015XX N SEDGWICK ST","0810","THEFT","OVER $500","CTA TRAIN","false","false",1821,18,43,8,"06",2011,"02/04/2016 06:33:39 AM",19:00:00,"Inactive"
7876284,"HT106987",2011-01-05,"005XX S PULASKI RD","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1132,11,24,26,"11",2011,"02/04/2016 06:33:39 AM",19:10:00,"Inactive"
7876195,"HT106941",2011-01-05,"011XX S STATE ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA PLATFORM","true","false",132,1,2,32,"18",2011,"02/04/2016 06:33:39 AM",19:20:00,"Inactive"
7892828,"HT117770",2011-01-05,"002XX W GARFIELD BLVD","0810","THEFT","OVER $500","CTA TRAIN","false","false",934,9,3,37,"06",2011,"02/04/2016 06:33:39 AM",21:05:00,"Inactive"
7876502,"HT107207",2011-01-05,"015XX N SEDGWICK ST","0880","THEFT","PURSE-SNATCHING","CTA TRAIN","false","false",1821,18,43,8,"06",2011,"02/04/2016 06:33:39 AM",22:55:00,"Inactive"
7878968,"HT109317",2011-01-06,"003XX E GARFIELD BLVD","0486","BATTERY","DOMESTIC BATTERY SIMPLE","CTA TRAIN","false","false",232,2,3,40,"08B",2011,"02/04/2016 06:33:39 AM",02:00:00,"Active"
7876580,"HT107357",2011-01-06,"0000X W 69TH ST","031A","ROBBERY","ARMED: HANDGUN","CTA BUS STOP","true","false",731,7,6,69,"03",2011,"02/04/2016 06:33:39 AM",02:05:00,"Active"
7876753,"HT107340",2011-01-06,"0000X W CTA 69TH ST LN","031A","ROBBERY","ARMED: HANDGUN","CTA BUS STOP","false","false",731,3,6,69,"03",2011,"02/09/2018 03:44:29 PM",02:05:00,"Active"
7877841,"HT108432",2011-01-06,"0000X W 69TH ST","031A","ROBBERY","ARMED: HANDGUN","CTA BUS STOP","false","false",722,7,6,69,"03",2011,"02/04/2016 06:33:39 AM",02:05:00,"Active"
7877683,"HT108235",2011-01-06,"040XX W LAKE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA TRAIN","true","false",1114,11,28,26,"11",2011,"02/04/2016 06:33:39 AM",17:00:00,"Inactive"
7878562,"HT108635",2011-01-06,"015XX N HOMAN AVE","0820","THEFT","$500 AND UNDER","CTA BUS","false","false",1422,14,26,23,"06",2011,"02/04/2016 06:33:39 AM",17:26:00,"Inactive"
7884268,"HT108304",2011-01-06,"015XX N SEDGWICK ST","0810","THEFT","OVER $500","CTA TRAIN","false","false",1821,18,43,8,"06",2011,"02/04/2016 06:33:39 AM",17:30:00,"Inactive"
7879135,"HT109508",2011-01-06,"001XX N STATE ST","0340","ROBBERY","ATTEMPT: STRONGARM-NO WEAPON","CTA TRAIN","false","false",122,1,42,32,"03",2011,"02/04/2016 06:33:39 AM",17:35:00,"Inactive"
7877758,"HT108319",2011-01-06,"040XX W LAKE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1114,11,28,26,"11",2011,"02/04/2016 06:33:39 AM",18:00:00,"Inactive"
7883313,"HT108316",2011-01-06,"046XX N BROADWAY","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","false","false",2311,19,46,3,"03",2011,"02/04/2016 06:33:39 AM",18:00:00,"Inactive"
7877807,"HT108415",2011-01-06,"005XX S PULASKI RD","2024","NARCOTICS","POSS: HEROIN(WHITE)","CTA PLATFORM","true","false",1132,11,24,26,"18",2011,"02/04/2016 06:33:39 AM",19:25:00,"Inactive"
7877769,"HT108441",2011-01-06,"0000X E ROOSEVELT RD","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",132,1,2,32,"11",2011,"02/04/2016 06:33:39 AM",19:30:00,"Inactive"
7878075,"HT108723",2011-01-07,"010XX W EISENHOWER EXPY IB","031A","ROBBERY","ARMED: HANDGUN","CTA TRAIN","true","false",1213,12,2,28,"03",2011,"02/04/2016 06:33:39 AM",00:03:00,"Active"
7878259,"HT108832",2011-01-07,"015XX N DAMEN AVE","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",1424,14,1,24,"06",2011,"02/04/2016 06:33:39 AM",04:00:00,"Active"
7879072,"HT109530",2011-01-07,"063XX S WENTWORTH AVE","0460","BATTERY","SIMPLE","CTA TRAIN","false","false",722,3,20,68,"08B",2011,"02/04/2016 06:33:39 AM",04:00:00,"Active"
7878304,"HT108846",2011-01-07,"006XX N PULASKI RD","2093","NARCOTICS","FOUND SUSPECT NARCOTICS","CTA BUS","true","false",1111,11,28,23,"26",2011,"02/04/2016 06:33:39 AM",06:15:00,"Active"
7883986,"HT114594",2011-01-07,"0000X W CTA 95TH ST LN","0870","THEFT","POCKET-PICKING","CTA PLATFORM","false","false",634,6,21,49,"06",2011,"02/04/2016 06:33:39 AM",09:15:00,"Inactive"
7878649,"HT109029",2011-01-07,"004XX E 63RD ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA PLATFORM","true","false",313,3,20,42,"18",2011,"02/04/2016 06:33:39 AM",10:02:00,"Inactive"
7878613,"HT109035",2011-01-07,"007XX S PULASKI RD","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","false","false",1132,11,24,26,"03",2011,"02/04/2016 06:33:39 AM",10:30:00,"Inactive"
7878594,"HT109095",2011-01-07,"011XX W WILSON AVE","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",2311,19,46,3,"11",2011,"02/04/2016 06:33:39 AM",11:00:00,"Inactive"
7880710,"HT109176",2011-01-07,"005XX S PULASKI RD","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","false","false",1132,11,24,26,"03",2011,"02/04/2016 06:33:39 AM",11:30:00,"Inactive"
7878859,"HT109220",2011-01-07,"093XX S COTTAGE GROVE AVE","0430","BATTERY","AGGRAVATED: OTHER DANG WEAPON","CTA BUS","true","false",633,6,9,44,"04B",2011,"02/04/2016 06:33:39 AM",12:04:00,"Inactive"
7879112,"HT109461",2011-01-07,"053XX N MILWAUKEE AVE","0870","THEFT","POCKET-PICKING","CTA BUS","false","false",1622,16,45,11,"06",2011,"02/04/2016 06:33:39 AM",13:30:00,"Inactive"
7878942,"HT109374",2011-01-07,"008XX N STATE ST","0460","BATTERY","SIMPLE","CTA BUS","true","false",1833,18,42,8,"08B",2011,"02/04/2016 06:33:39 AM",13:47:00,"Inactive"
7879053,"HT109462",2011-01-07,"035XX S LEAVITT ST","0470","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","CTA BUS STOP","true","false",913,9,11,59,"24",2011,"02/04/2016 06:33:39 AM",14:58:00,"Inactive"
7880269,"HT109670",2011-01-07,"0000X W 63RD ST","0460","BATTERY","SIMPLE","CTA BUS","false","false",312,3,20,69,"08B",2011,"02/04/2016 06:33:39 AM",16:15:00,"Inactive"
7879152,"HT109600",2011-01-07,"0000X N MICHIGAN AVE","0320","ROBBERY","STRONGARM - NO WEAPON","CTA BUS","false","false",124,1,42,32,"03",2011,"02/04/2016 06:33:39 AM",16:30:00,"Inactive"
7879100,"HT109634",2011-01-07,"040XX W LAKE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1114,11,28,26,"11",2011,"02/04/2016 06:33:39 AM",16:45:00,"Inactive"
7879220,"HT109790",2011-01-07,"007XX S CICERO AVE","2024","NARCOTICS","POSS: HEROIN(WHITE)","CTA PLATFORM","true","false",1533,15,24,25,"18",2011,"02/04/2016 06:33:39 AM",18:06:00,"Inactive"
7880302,"HT109921",2011-01-07,"0000X W CTA 95TH ST LN","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","false","false",634,6,21,49,"03",2011,"02/04/2016 06:33:39 AM",18:15:00,"Inactive"
7879549,"HT109850",2011-01-07,"003XX W CHICAGO AVE","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",1823,18,27,8,"06",2011,"02/04/2016 06:33:39 AM",19:05:00,"Inactive"
7879232,"HT109843",2011-01-07,"005XX S KEDZIE AVE","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1134,11,24,27,"11",2011,"02/04/2016 06:33:39 AM",19:30:00,"Inactive"
7879290,"HT109932",2011-01-07,"003XX S STATE ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA TRAIN","true","false",123,1,2,32,"18",2011,"02/04/2016 06:33:39 AM",20:30:00,"Inactive"
7880221,"HT110043",2011-01-07,"005XX N MILWAUKEE AVE","0320","ROBBERY","STRONGARM - NO WEAPON","CTA PLATFORM","false","false",1323,12,27,24,"03",2011,"02/04/2016 06:33:39 AM",21:50:00,"Inactive"
7879582,"HT110094",2011-01-07,"073XX S DAMEN AVE","0557","ASSAULT","AGG PRO.EMP:KNIFE/CUTTING INST","CTA BUS STOP","false","false",735,7,17,67,"04A",2011,"02/04/2016 06:33:39 AM",22:35:00,"Inactive"
7879517,"HT110213",2011-01-07,"039XX S COTTAGE GROVE AVE","0820","THEFT","$500 AND UNDER","CTA BUS","false","false",2122,2,4,36,"06",2011,"02/04/2016 06:33:39 AM",23:00:00,"Inactive"
7883018,"HT111532",2011-01-08,"005XX N STATE ST","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",1831,18,42,8,"06",2011,"02/04/2016 06:33:39 AM",02:15:00,"Active"
7881164,"HT110319",2011-01-08,"075XX N PAULINA AVE","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",2422,24,49,1,"06",2011,"02/04/2016 06:33:39 AM",04:00:00,"Active"
7880533,"HT110351",2011-01-08,"002XX S STATE ST","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",123,1,42,32,"06",2011,"02/04/2016 06:33:39 AM",04:11:00,"Active"
7879995,"HT110453",2011-01-08,"015XX N DAMEN AVE","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",1424,14,1,24,"06",2011,"02/04/2016 06:33:39 AM",09:15:00,"Inactive"
7891256,"HT115038",2011-01-08,"118XX S AVENUE O","0460","BATTERY","SIMPLE","CTA BUS","false","false",433,4,10,55,"08B",2011,"02/04/2016 06:33:39 AM",15:35:00,"Inactive"
7880838,"HT111052",2011-01-08,"001XX S STATE ST","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",123,1,42,32,"06",2011,"02/04/2016 06:33:39 AM",16:00:00,"Inactive"
7880819,"HT111129",2011-01-08,"003XX S STATE ST","0460","BATTERY","SIMPLE","CTA TRAIN","true","false",123,1,2,32,"08B",2011,"02/04/2016 06:33:39 AM",16:40:00,"Inactive"
7914947,"HT111396",2011-01-08,"008XX N STATE ST","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","false","false",1832,18,42,8,"03",2011,"02/04/2016 06:33:39 AM",20:20:00,"Inactive"
7881459,"HT111981",2011-01-08,"063XX S COTTAGE GROVE AVE","1345","CRIMINAL DAMAGE","TO CITY OF CHICAGO PROPERTY","CTA TRAIN","false","false",312,3,20,42,"14",2011,"02/04/2016 06:33:39 AM",22:50:00,"Inactive"
7880543,"HT111528",2011-01-08,"059XX W MADISON ST","0560","ASSAULT","SIMPLE","CTA BUS","true","false",1513,15,29,25,"08A",2011,"02/04/2016 06:33:39 AM",23:30:00,"Inactive"
