"Date","routename","number_of_trips","Avg_temp","TMAX","TMIN","PRCP"
"1/1/2001","Indiana/Hyde Park",153617,20,26,13,0
"1/1/2001","Hyde Park Express",22001,20,26,13,0
"1/1/2001","Hyde Park Express",22001,20,26,13,0
"1/1/2001","King Drive",567413,20,26,13,0
"1/1/2001","Cottage Grove",618796,20,26,13,0
"1/1/2001","Jackson Park Express",493926,20,26,13,0
"1/1/2001","Harrison",121097,20,26,13,0
"1/1/2001","Halsted",521892,20,26,13,0
"1/1/2001","South Halsted",89030,20,26,13,0
"1/1/2001","Ashland",811006,20,26,13,0
"1/1/2001","Museum of S & I",4115,20,26,13,0
"1/1/2001","Lincoln/Sedgwick",86887,20,26,13,0
"1/1/2001","Roosevelt",288055,20,26,13,0
"1/1/2001","Jeffery Express",186655,20,26,13,0
"1/1/2001","Westchester",11319,20,26,13,0
"1/1/2001","16th/18th",49130,20,26,13,0
"1/1/2001","United Center Express",6273,20,26,13,0
"1/1/2001","Madison",566683,20,26,13,0
"1/1/2001","Cermak",218216,20,26,13,0
"1/1/2001","Cermak Express",8991,20,26,13,0
"1/1/2001","Clark",577386,20,26,13,0
"1/1/2001","Wentworth",85655,20,26,13,0
"1/1/2001","West Cermak",3186,20,26,13,0
"1/1/2001","South Deering",147904,20,26,13,0
"1/1/2001","Stony Island",336246,20,26,13,0
"1/1/2001","State",451955,20,26,13,0
"1/1/2001","South Chicago",95218,20,26,13,0
"1/1/2001","Mag Mile Express",16944,20,26,13,0
"1/1/2001","South Michigan",214933,20,26,13,0
"1/1/2001","35th",153931,20,26,13,0
"1/1/2001","Broadway",436950,20,26,13,0
"1/1/2001","Sedgwick",55014,20,26,13,0
"1/1/2001","Pershing",49492,20,26,13,0
"1/1/2001","43rd",34213,20,26,13,0
"1/1/2001","Wallace-Racine",162910,20,26,13,0
"1/1/2001","47th",220680,20,26,13,0
"1/1/2001","South Damen",24654,20,26,13,0
"1/1/2001","Western",666662,20,26,13,0
"1/1/2001","South Western",7332,20,26,13,0
"1/1/2001","North Western",133958,20,26,13,0
"1/1/2001","Western Express",112899,20,26,13,0
"1/1/2001","Damen",213128,20,26,13,0
"1/1/2001","51st",127952,20,26,13,0
"1/1/2001","Kedzie/California",313490,20,26,13,0
"1/1/2001","South Kedzie",154232,20,26,13,0
"1/1/2001","Pulaski",589242,20,26,13,0
"1/1/2001","South Pulaski",218700,20,26,13,0
"1/1/2001","Cicero",334903,20,26,13,0
"1/1/2001","North Cicero/Skokie Blvd.",28188,20,26,13,0
"1/1/2001","South Cicero",134823,20,26,13,0
"1/1/2001","Garfield",350112,20,26,13,0
"1/1/2001","55th/Narragansett",24237,20,26,13,0
"1/1/2001","Milwaukee",381555,20,26,13,0
"1/1/2001","North Milwaukee",11938,20,26,13,0
"1/1/2001","Laramie",75668,20,26,13,0
"1/1/2001","59th/61st",102622,20,26,13,0
"1/1/2001","Blue Island/26th",366761,20,26,13,0
"1/1/2001","Archer",379135,20,26,13,0
"1/1/2001","Archer/Harlem",33189,20,26,13,0
"1/1/2001","63rd",605727,20,26,13,0
"1/1/2001","West 63rd",53094,20,26,13,0
"1/1/2001","Foster-Canfield",7419,20,26,13,0
"1/1/2001","Grand",169020,20,26,13,0
"1/1/2001","Chicago",557759,20,26,13,0
"1/1/2001","67th-69th-71st",387336,20,26,13,0
"1/1/2001","Northwest Highway",38614,20,26,13,0
"1/1/2001","Cumberland/East River",8761,20,26,13,0
"1/1/2001","Division",301077,20,26,13,0
"1/1/2001","71st/South Shore",194863,20,26,13,0
"1/1/2001","North",418889,20,26,13,0
"1/1/2001","Armitage",127491,20,26,13,0
"1/1/2001","Fullerton",351804,20,26,13,0
"1/1/2001","74th-75th",188676,20,26,13,0
"1/1/2001","Diversey",348404,20,26,13,0
"1/1/2001","Belmont",529774,20,26,13,0
"1/1/2001","Montrose",235297,20,26,13,0
"1/1/2001","79th",833507,20,26,13,0
"1/1/2001","Irving Park",319117,20,26,13,0
"1/1/2001","Lawrence",402803,20,26,13,0
"1/1/2001","West Lawrence",39738,20,26,13,0
"1/1/2001","Kimball-Homan",511235,20,26,13,0
"1/1/2001","Peterson",111265,20,26,13,0
"1/1/2001","Central",346996,20,26,13,0
"1/1/2001","North Central",21550,20,26,13,0
"1/1/2001","Narragansett/Ridgeland",40287,20,26,13,0
"1/1/2001","87th",415524,20,26,13,0
"1/1/2001","Higgins",43101,20,26,13,0
"1/1/2001","Harlem",104289,20,26,13,0
"1/1/2001","North Harlem",7412,20,26,13,0
"1/1/2001","Austin",218421,20,26,13,0
"1/1/2001","Foster",191196,20,26,13,0
"1/1/2001","California/Dodge",53246,20,26,13,0
"1/1/2001","South California",269786,20,26,13,0
"1/1/2001","93rd-95th",160511,20,26,13,0
"1/1/2001","West 95th",144468,20,26,13,0
"1/1/2001","Lunt",29550,20,26,13,0
"1/1/2001","Skokie",95096,20,26,13,0
"1/1/2001","Jeffery Manor Express",25673,20,26,13,0
"1/1/2001","West 103rd",93121,20,26,13,0
"1/1/2001","East 103rd",55265,20,26,13,0
"1/1/2001","Halsted/95th",64417,20,26,13,0
"1/1/2001","Pullman/111th/115th",157849,20,26,13,0
"1/1/2001","Vincennes/111th",95661,20,26,13,0
"1/1/2001","Michigan/119th",147205,20,26,13,0
"1/1/2001","Ogilvie/Wacker Express",13982,20,26,13,0
"1/1/2001","Union/Wacker Express",26633,20,26,13,0
"1/1/2001","Illinois Center/Ogilvie Express",24705,20,26,13,0
"1/1/2001","Illinois Center/Union Express",19495,20,26,13,0
"1/1/2001","Water Tower Express",59197,20,26,13,0
"1/1/2001","Jackson",255239,20,26,13,0
"1/1/2001","Madison/Roosevelt Circulator",5410,20,26,13,0
"1/1/2001","West Loop/South Loop",17439,20,26,13,0
"1/1/2001","Clarendon/LaSalle Express",57669,20,26,13,0
"1/1/2001","Sheridan/LaSalle Express",45218,20,26,13,0
"1/1/2001","Wilson/Michigan Express",203232,20,26,13,0
"1/1/2001","Inner Drive/Michigan Express",242849,20,26,13,0
"1/1/2001","Outer Drive Express",215649,20,26,13,0
"1/1/2001","Sheridan",634324,20,26,13,0
"1/1/2001","Addison",265503,20,26,13,0
"1/1/2001","Devon",198930,20,26,13,0
"1/1/2001","LaSalle",198859,20,26,13,0
"1/1/2001","Streeterville/Taylor",72933,20,26,13,0
"1/1/2001","69th-UPS Express",19704,20,26,13,0
"1/1/2001","U. of Chicago/Midway",6315,20,26,13,0
"1/1/2001","U. of Chicago/Hyde Park",21573,20,26,13,0
"1/1/2001","U. of Chicago/Kenwood",20116,20,26,13,0
"1/1/2001","U. of Chicago/Lakeview Express",9088,20,26,13,0
"1/1/2001","Central/Ridge",31865,20,26,13,0
"1/1/2001","Main/Emerson",10563,20,26,13,0
"1/1/2001","Ridge/Grant",35053,20,26,13,0
"1/1/2001","Dodge",31798,20,26,13,0
"2/1/2001","Indiana/Hyde Park",148028,20,34,6,0
"2/1/2001","Hyde Park Express",19535,20,34,6,0
"2/1/2001","King Drive",564037,20,34,6,0
"2/1/2001","Cottage Grove",595896,20,34,6,0
"2/1/2001","Jackson Park Express",467758,20,34,6,0
"2/1/2001","Harrison",113688,20,34,6,0
"2/1/2001","Halsted",502067,20,34,6,0
"2/1/2001","South Halsted",83212,20,34,6,0
"2/1/2001","Ashland",784087,20,34,6,0
"2/1/2001","Museum of S & I",4416,20,34,6,0
"2/1/2001","Lincoln/Sedgwick",82644,20,34,6,0
"2/1/2001","Roosevelt",267751,20,34,6,0
"2/1/2001","Jeffery Express",180965,20,34,6,0
"2/1/2001","Westchester",10638,20,34,6,0
"2/1/2001","16th/18th",47570,20,34,6,0
"2/1/2001","United Center Express",6903,20,34,6,0
"2/1/2001","Madison",551849,20,34,6,0
"2/1/2001","Cermak",212421,20,34,6,0
"2/1/2001","Cermak Express",10639,20,34,6,0
"2/1/2001","Clark",540279,20,34,6,0
"2/1/2001","Wentworth",88063,20,34,6,0
"2/1/2001","West Cermak",4458,20,34,6,0
"2/1/2001","South Deering",139294,20,34,6,0
"2/1/2001","Stony Island",320893,20,34,6,0
"2/1/2001","State",433873,20,34,6,0
"2/1/2001","South Chicago",93503,20,34,6,0
"2/1/2001","Mag Mile Express",13473,20,34,6,0
"2/1/2001","South Michigan",203824,20,34,6,0
"2/1/2001","35th",141693,20,34,6,0
"2/1/2001","Broadway",404463,20,34,6,0
"2/1/2001","Sedgwick",51866,20,34,6,0
"2/1/2001","Pershing",44859,20,34,6,0
"2/1/2001","43rd",31879,20,34,6,0
"2/1/2001","Wallace-Racine",154768,20,34,6,0
"2/1/2001","47th",213107,20,34,6,0
"2/1/2001","South Damen",25878,20,34,6,0
"2/1/2001","Western",614464,20,34,6,0
"2/1/2001","South Western",8882,20,34,6,0
"2/1/2001","North Western",122332,20,34,6,0
"2/1/2001","Western Express",113085,20,34,6,0
"2/1/2001","Damen",204453,20,34,6,0
"2/1/2001","51st",126263,20,34,6,0
"2/1/2001","Kedzie/California",303947,20,34,6,0
"2/1/2001","South Kedzie",142769,20,34,6,0
"2/1/2001","Pulaski",537359,20,34,6,0
"2/1/2001","South Pulaski",213739,20,34,6,0
"2/1/2001","Cicero",323328,20,34,6,0
"2/1/2001","North Cicero/Skokie Blvd.",27474,20,34,6,0
"2/1/2001","South Cicero",123486,20,34,6,0
"2/1/2001","Garfield",328710,20,34,6,0
"2/1/2001","55th/Narragansett",23891,20,34,6,0
"2/1/2001","Milwaukee",355380,20,34,6,0
"2/1/2001","North Milwaukee",10814,20,34,6,0
"2/1/2001","Laramie",69836,20,34,6,0
"2/1/2001","59th/61st",100781,20,34,6,0
"2/1/2001","Blue Island/26th",345328,20,34,6,0
"2/1/2001","Archer",355110,20,34,6,0
"2/1/2001","Archer/Harlem",31155,20,34,6,0
"2/1/2001","63rd",580890,20,34,6,0
"2/1/2001","West 63rd",48975,20,34,6,0
"2/1/2001","Foster-Canfield",5986,20,34,6,0
"2/1/2001","Grand",156050,20,34,6,0
"2/1/2001","Chicago",511938,20,34,6,0
"2/1/2001","67th-69th-71st",362682,20,34,6,0
"2/1/2001","Northwest Highway",38803,20,34,6,0
"2/1/2001","Cumberland/East River",8858,20,34,6,0
"2/1/2001","Division",270554,20,34,6,0
"2/1/2001","71st/South Shore",190393,20,34,6,0
"2/1/2001","North",389332,20,34,6,0
"2/1/2001","Armitage",120886,20,34,6,0
"2/1/2001","Fullerton",337853,20,34,6,0
"2/1/2001","74th-75th",178935,20,34,6,0
"2/1/2001","Diversey",324993,20,34,6,0
"2/1/2001","Belmont",502001,20,34,6,0
"2/1/2001","Montrose",223386,20,34,6,0
"2/1/2001","79th",805623,20,34,6,0
"2/1/2001","Irving Park",291736,20,34,6,0
"2/1/2001","Lawrence",377721,20,34,6,0
"2/1/2001","West Lawrence",35286,20,34,6,0
"2/1/2001","Kimball-Homan",500916,20,34,6,0
"2/1/2001","Peterson",100176,20,34,6,0
"2/1/2001","Central",320389,20,34,6,0
"2/1/2001","North Central",17802,20,34,6,0
"2/1/2001","Narragansett/Ridgeland",43741,20,34,6,0
"2/1/2001","87th",390526,20,34,6,0
"2/1/2001","Higgins",40925,20,34,6,0
"2/1/2001","Harlem",95804,20,34,6,0
"2/1/2001","North Harlem",7673,20,34,6,0
"2/1/2001","Austin",197013,20,34,6,0
"2/1/2001","Foster",183443,20,34,6,0
"2/1/2001","California/Dodge",48884,20,34,6,0
"2/1/2001","South California",250835,20,34,6,0
"2/1/2001","93rd-95th",147020,20,34,6,0
"2/1/2001","West 95th",138913,20,34,6,0
"2/1/2001","Lunt",26640,20,34,6,0
"2/1/2001","Skokie",88429,20,34,6,0
"2/1/2001","Jeffery Manor Express",23555,20,34,6,0
"2/1/2001","West 103rd",87493,20,34,6,0
"2/1/2001","East 103rd",57661,20,34,6,0
"2/1/2001","Halsted/95th",62094,20,34,6,0
"2/1/2001","Pullman/111th/115th",151009,20,34,6,0
"2/1/2001","Vincennes/111th",89438,20,34,6,0
"2/1/2001","Michigan/119th",141151,20,34,6,0
"2/1/2001","Ogilvie/Wacker Express",12496,20,34,6,0
"2/1/2001","Union/Wacker Express",26900,20,34,6,0
"2/1/2001","Illinois Center/Ogilvie Express",21067,20,34,6,0
"2/1/2001","Illinois Center/Union Express",15536,20,34,6,0
"2/1/2001","Water Tower Express",47699,20,34,6,0
"2/1/2001","Jackson",246048,20,34,6,0
"2/1/2001","Madison/Roosevelt Circulator",4290,20,34,6,0
"2/1/2001","Soldier Field Express",148,20,34,6,0
"2/1/2001","West Loop/South Loop",16231,20,34,6,0
"2/1/2001","Clarendon/LaSalle Express",54070,20,34,6,0
"2/1/2001","Sheridan/LaSalle Express",39165,20,34,6,0
"2/1/2001","Wilson/Michigan Express",196929,20,34,6,0
"2/1/2001","Inner Drive/Michigan Express",220082,20,34,6,0
"2/1/2001","Outer Drive Express",203852,20,34,6,0
"2/1/2001","Sheridan",600416,20,34,6,0
"2/1/2001","Addison",249850,20,34,6,0
"2/1/2001","Devon",182199,20,34,6,0
"2/1/2001","LaSalle",182247,20,34,6,0
"2/1/2001","Streeterville/Taylor",65581,20,34,6,0
"2/1/2001","69th-UPS Express",17365,20,34,6,0
"2/1/2001","U. of Chicago/Midway",5758,20,34,6,0
"2/1/2001","U. of Chicago/Hyde Park",20728,20,34,6,0
"2/1/2001","U. of Chicago/Kenwood",19198,20,34,6,0
"2/1/2001","U. of Chicago/Lakeview Express",7703,20,34,6,0
"2/1/2001","Central/Ridge",29896,20,34,6,0
"2/1/2001","Main/Emerson",10294,20,34,6,0
"2/1/2001","Ridge/Grant",36476,20,34,6,0
"2/1/2001","Dodge",31565,20,34,6,0
"3/1/2001","Indiana/Hyde Park",166579,32,42,21,0
"3/1/2001","Hyde Park Express",18964,32,42,21,0
"3/1/2001","King Drive",617646,32,42,21,0
"3/1/2001","Cottage Grove",682721,32,42,21,0
"3/1/2001","Jackson Park Express",512929,32,42,21,0
"3/1/2001","Harrison",126040,32,42,21,0
"3/1/2001","Halsted",553054,32,42,21,0
"3/1/2001","South Halsted",93228,32,42,21,0
"3/1/2001","Ashland",878433,32,42,21,0
"3/1/2001","Museum of S & I",7010,32,42,21,0
"3/1/2001","Lincoln/Sedgwick",95692,32,42,21,0
"3/1/2001","Roosevelt",309052,32,42,21,0
"3/1/2001","Jeffery Express",209894,32,42,21,0
"3/1/2001","Westchester",12716,32,42,21,0
"3/1/2001","16th/18th",45533,32,42,21,0
"3/1/2001","United Center Express",22537,32,42,21,0
"3/1/2001","Madison",601687,32,42,21,0
"3/1/2001","Cermak",237571,32,42,21,0
"3/1/2001","Cermak Express",7915,32,42,21,0
"3/1/2001","Clark",622370,32,42,21,0
"3/1/2001","Wentworth",102721,32,42,21,0
"3/1/2001","West Cermak",6040,32,42,21,0
"3/1/2001","South Deering",161636,32,42,21,0
"3/1/2001","Stony Island",365786,32,42,21,0
"3/1/2001","State",492091,32,42,21,0
"3/1/2001","South Chicago",106308,32,42,21,0
"3/1/2001","Mag Mile Express",17166,32,42,21,0
"3/1/2001","South Michigan",231390,32,42,21,0
"3/1/2001","35th",162549,32,42,21,0
"3/1/2001","Broadway",452183,32,42,21,0
"3/1/2001","Sedgwick",57598,32,42,21,0
"3/1/2001","Pershing",49629,32,42,21,0
"3/1/2001","43rd",33863,32,42,21,0
"3/1/2001","Wallace-Racine",176272,32,42,21,0
"3/1/2001","47th",239264,32,42,21,0
"3/1/2001","South Damen",28902,32,42,21,0
"3/1/2001","Western",688429,32,42,21,0
"3/1/2001","South Western",9614,32,42,21,0
"3/1/2001","North Western",138538,32,42,21,0
"3/1/2001","Western Express",132360,32,42,21,0
"3/1/2001","Damen",241049,32,42,21,0
"3/1/2001","51st",138600,32,42,21,0
"3/1/2001","Kedzie/California",337442,32,42,21,0
"3/1/2001","South Kedzie",169595,32,42,21,0
"3/1/2001","Pulaski",612322,32,42,21,0
"3/1/2001","South Pulaski",239686,32,42,21,0
"3/1/2001","Cicero",355619,32,42,21,0
"3/1/2001","North Cicero/Skokie Blvd.",31781,32,42,21,0
"3/1/2001","South Cicero",148677,32,42,21,0
"3/1/2001","Garfield",371515,32,42,21,0
"3/1/2001","55th/Narragansett",25869,32,42,21,0
"3/1/2001","Milwaukee",420547,32,42,21,0
"3/1/2001","North Milwaukee",13941,32,42,21,0
"3/1/2001","Laramie",80416,32,42,21,0
"3/1/2001","59th/61st",112201,32,42,21,0
"3/1/2001","Blue Island/26th",405256,32,42,21,0
"3/1/2001","Archer",402652,32,42,21,0
"3/1/2001","Archer/Harlem",35528,32,42,21,0
"3/1/2001","63rd",636114,32,42,21,0
"3/1/2001","West 63rd",56594,32,42,21,0
"3/1/2001","Foster-Canfield",5912,32,42,21,0
"3/1/2001","Grand",180298,32,42,21,0
"3/1/2001","Chicago",565492,32,42,21,0
"3/1/2001","67th-69th-71st",407048,32,42,21,0
"3/1/2001","Northwest Highway",41719,32,42,21,0
"3/1/2001","Cumberland/East River",9733,32,42,21,0
"3/1/2001","Division",303846,32,42,21,0
"3/1/2001","71st/South Shore",203634,32,42,21,0
"3/1/2001","North",442762,32,42,21,0
"3/1/2001","Armitage",135270,32,42,21,0
"3/1/2001","Fullerton",369482,32,42,21,0
"3/1/2001","74th-75th",200764,32,42,21,0
"3/1/2001","Diversey",380431,32,42,21,0
"3/1/2001","Belmont",567184,32,42,21,0
"3/1/2001","Montrose",253905,32,42,21,0
"3/1/2001","79th",903294,32,42,21,0
"3/1/2001","Irving Park",340221,32,42,21,0
"3/1/2001","Lawrence",431828,32,42,21,0
"3/1/2001","West Lawrence",40042,32,42,21,0
"3/1/2001","Kimball-Homan",566396,32,42,21,0
"3/1/2001","Peterson",114648,32,42,21,0
"3/1/2001","Central",368735,32,42,21,0
"3/1/2001","North Central",19209,32,42,21,0
"3/1/2001","Narragansett/Ridgeland",43364,32,42,21,0
"3/1/2001","87th",453521,32,42,21,0
"3/1/2001","Higgins",45048,32,42,21,0
"3/1/2001","Harlem",108971,32,42,21,0
"3/1/2001","North Harlem",7604,32,42,21,0
"3/1/2001","Austin",225103,32,42,21,0
"3/1/2001","Foster",206363,32,42,21,0
"3/1/2001","California/Dodge",57701,32,42,21,0
"3/1/2001","South California",277684,32,42,21,0
"3/1/2001","93rd-95th",167062,32,42,21,0
"3/1/2001","West 95th",156267,32,42,21,0
"3/1/2001","Lunt",28449,32,42,21,0
"3/1/2001","Skokie",98343,32,42,21,0
"3/1/2001","Jeffery Manor Express",27636,32,42,21,0
"3/1/2001","West 103rd",98619,32,42,21,0
"3/1/2001","East 103rd",57722,32,42,21,0
"3/1/2001","Halsted/95th",70285,32,42,21,0
"3/1/2001","Pullman/111th/115th",168202,32,42,21,0
"3/1/2001","Vincennes/111th",100654,32,42,21,0
"3/1/2001","Michigan/119th",156025,32,42,21,0
"3/1/2001","Ogilvie/Wacker Express",18423,32,42,21,0
"3/1/2001","Union/Wacker Express",33473,32,42,21,0
"3/1/2001","Illinois Center/Ogilvie Express",24038,32,42,21,0
"3/1/2001","Illinois Center/Union Express",16518,32,42,21,0
"3/1/2001","Navy Pier",2860,32,42,21,0
"3/1/2001","Water Tower Express",48866,32,42,21,0
"3/1/2001","Jackson",282150,32,42,21,0
"3/1/2001","Madison/Roosevelt Circulator",3997,32,42,21,0
"3/1/2001","Soldier Field Express",501,32,42,21,0
"3/1/2001","West Loop/South Loop",18050,32,42,21,0
"3/1/2001","Clarendon/LaSalle Express",62701,32,42,21,0
"3/1/2001","Sheridan/LaSalle Express",42990,32,42,21,0
"3/1/2001","Wilson/Michigan Express",220934,32,42,21,0
"3/1/2001","Inner Drive/Michigan Express",263590,32,42,21,0
"3/1/2001","Outer Drive Express",244988,32,42,21,0
"3/1/2001","Sheridan",692384,32,42,21,0
"3/1/2001","Addison",289472,32,42,21,0
"3/1/2001","Devon",210621,32,42,21,0
"3/1/2001","LaSalle",207273,32,42,21,0
"3/1/2001","Streeterville/Taylor",76560,32,42,21,0
"3/1/2001","69th-UPS Express",17163,32,42,21,0
"3/1/2001","U. of Chicago/Midway",5233,32,42,21,0
"3/1/2001","U. of Chicago/Hyde Park",23436,32,42,21,0
"3/1/2001","U. of Chicago/Kenwood",22245,32,42,21,0
"3/1/2001","U. of Chicago/Lakeview Express",6247,32,42,21,0
"3/1/2001","Central/Ridge",35445,32,42,21,0
"3/1/2001","Main/Emerson",10875,32,42,21,0
"3/1/2001","Ridge/Grant",37416,32,42,21,0
"3/1/2001","Dodge",37197,32,42,21,0
"4/1/2001","Indiana/Hyde Park",144377,40,49,31,0
"4/1/2001","Hyde Park Express",16993,40,49,31,0
"4/1/2001","King Drive",568992,40,49,31,0
"4/1/2001","Cottage Grove",643740,40,49,31,0
"4/1/2001","Jackson Park Express",471177,40,49,31,0
"4/1/2001","Harrison",111146,40,49,31,0
"4/1/2001","Halsted",516791,40,49,31,0
"4/1/2001","South Halsted",87040,40,49,31,0
"4/1/2001","Ashland",834240,40,49,31,0
"4/1/2001","Museum of S & I",5913,40,49,31,0
"4/1/2001","Lincoln/Sedgwick",93440,40,49,31,0
"4/1/2001","Roosevelt",279647,40,49,31,0
"4/1/2001","Jeffery Express",204237,40,49,31,0
"4/1/2001","Westchester",13626,40,49,31,0
"4/1/2001","16th/18th",43079,40,49,31,0
"4/1/2001","United Center Express",4109,40,49,31,0
"4/1/2001","Madison",546252,40,49,31,0
"4/1/2001","Cermak",226926,40,49,31,0
"4/1/2001","Cermak Express",3721,40,49,31,0
"4/1/2001","Clark",596848,40,49,31,0
"4/1/2001","Wentworth",90671,40,49,31,0
"4/1/2001","West Cermak",9999,40,49,31,0
"4/1/2001","South Deering",146033,40,49,31,0
"4/1/2001","Stony Island",322687,40,49,31,0
"4/1/2001","State",461607,40,49,31,0
"4/1/2001","South Chicago",93261,40,49,31,0
"4/1/2001","Mag Mile Express",13083,40,49,31,0
"4/1/2001","South Michigan",210454,40,49,31,0
"4/1/2001","35th",155563,40,49,31,0
"4/1/2001","Broadway",418491,40,49,31,0
"4/1/2001","Sedgwick",52227,40,49,31,0
"4/1/2001","Pershing",46837,40,49,31,0
"4/1/2001","43rd",29973,40,49,31,0
"4/1/2001","Wallace-Racine",156748,40,49,31,0
"4/1/2001","47th",222711,40,49,31,0
"4/1/2001","South Damen",23132,40,49,31,0
"4/1/2001","Western",656261,40,49,31,0
"4/1/2001","South Western",8292,40,49,31,0
"4/1/2001","North Western",134195,40,49,31,0
"4/1/2001","Western Express",111517,40,49,31,0
"4/1/2001","Damen",221429,40,49,31,0
"4/1/2001","51st",132776,40,49,31,0
"4/1/2001","Kedzie/California",324477,40,49,31,0
"4/1/2001","South Kedzie",165038,40,49,31,0
"4/1/2001","Pulaski",548856,40,49,31,0
"4/1/2001","South Pulaski",214091,40,49,31,0
"4/1/2001","Cicero",341724,40,49,31,0
"4/1/2001","North Cicero/Skokie Blvd.",27979,40,49,31,0
"4/1/2001","South Cicero",137759,40,49,31,0
"4/1/2001","Garfield",361091,40,49,31,0
"4/1/2001","55th/Narragansett",21408,40,49,31,0
"4/1/2001","Milwaukee",411141,40,49,31,0
"4/1/2001","North Milwaukee",13816,40,49,31,0
"4/1/2001","Laramie",71205,40,49,31,0
"4/1/2001","59th/61st",102399,40,49,31,0
"4/1/2001","Blue Island/26th",400659,40,49,31,0
"4/1/2001","Archer",379009,40,49,31,0
"4/1/2001","Archer/Harlem",31844,40,49,31,0
"4/1/2001","63rd",583672,40,49,31,0
"4/1/2001","West 63rd",53696,40,49,31,0
"4/1/2001","Foster-Canfield",5112,40,49,31,0
"4/1/2001","Grand",169373,40,49,31,0
"4/1/2001","Chicago",551821,40,49,31,0
"4/1/2001","67th-69th-71st",381072,40,49,31,0
"4/1/2001","Northwest Highway",40805,40,49,31,0
"4/1/2001","Cumberland/East River",8262,40,49,31,0
"4/1/2001","Division",291542,40,49,31,0
"4/1/2001","71st/South Shore",191162,40,49,31,0
"4/1/2001","North",423154,40,49,31,0
"4/1/2001","Armitage",129844,40,49,31,0
"4/1/2001","Fullerton",341681,40,49,31,0
"4/1/2001","74th-75th",184874,40,49,31,0
"4/1/2001","Diversey",369563,40,49,31,0
"4/1/2001","Belmont",527712,40,49,31,0
"4/1/2001","Montrose",240427,40,49,31,0
"4/1/2001","79th",845259,40,49,31,0
"4/1/2001","Irving Park",333407,40,49,31,0
"4/1/2001","Lawrence",420979,40,49,31,0
"4/1/2001","West Lawrence",37709,40,49,31,0
"4/1/2001","Kimball-Homan",524259,40,49,31,0
"4/1/2001","Peterson",108687,40,49,31,0
"4/1/2001","Central",336985,40,49,31,0
"4/1/2001","North Central",16390,40,49,31,0
"4/1/2001","Narragansett/Ridgeland",34288,40,49,31,0
"4/1/2001","87th",412772,40,49,31,0
"4/1/2001","Higgins",41849,40,49,31,0
"4/1/2001","Harlem",99712,40,49,31,0
"4/1/2001","North Harlem",9114,40,49,31,0
"4/1/2001","Austin",204625,40,49,31,0
"4/1/2001","Foster",188392,40,49,31,0
"4/1/2001","California/Dodge",48419,40,49,31,0
"4/1/2001","South California",258577,40,49,31,0
"4/1/2001","93rd-95th",154050,40,49,31,0
"4/1/2001","West 95th",140800,40,49,31,0
"4/1/2001","Lunt",24698,40,49,31,0
"4/1/2001","Skokie",94029,40,49,31,0
"4/1/2001","Jeffery Manor Express",23532,40,49,31,0
"4/1/2001","West 103rd",85256,40,49,31,0
"4/1/2001","East 103rd",49929,40,49,31,0
"4/1/2001","Halsted/95th",62117,40,49,31,0
"4/1/2001","Pullman/111th/115th",151193,40,49,31,0
"4/1/2001","Vincennes/111th",88667,40,49,31,0
"4/1/2001","Michigan/119th",149661,40,49,31,0
"4/1/2001","Ogilvie/Wacker Express",23832,40,49,31,0
"4/1/2001","Union/Wacker Express",35715,40,49,31,0
"4/1/2001","Illinois Center/Ogilvie Express",21488,40,49,31,0
"4/1/2001","Illinois Center/Union Express",16817,40,49,31,0
"4/1/2001","Water Tower Express",44818,40,49,31,0
"4/1/2001","Jackson",259062,40,49,31,0
"12/1/2001","Harrison",99616,39,42,35,0.05
"4/1/2001","Madison/Roosevelt Circulator",1846,40,49,31,0
"4/1/2001","Soldier Field Express",56,40,49,31,0
"4/1/2001","West Loop/South Loop",18654,40,49,31,0
"4/1/2001","Clarendon/LaSalle Express",59210,40,49,31,0
"4/1/2001","Sheridan/LaSalle Express",37092,40,49,31,0
"4/1/2001","Wilson/Michigan Express",207137,40,49,31,0
"4/1/2001","Inner Drive/Michigan Express",250861,40,49,31,0
"4/1/2001","Outer Drive Express",235107,40,49,31,0
"4/1/2001","Sheridan",663502,40,49,31,0
"4/1/2001","Addison",272006,40,49,31,0
"4/1/2001","Wrigley Field Express",24,40,49,31,0
"4/1/2001","Devon",204394,40,49,31,0
"4/1/2001","LaSalle",195764,40,49,31,0
"4/1/2001","Streeterville/Taylor",74528,40,49,31,0
"4/1/2001","69th-UPS Express",16927,40,49,31,0
"4/1/2001","U. of Chicago/Midway",4611,40,49,31,0
"4/1/2001","U. of Chicago/Hyde Park",31442,40,49,31,0
"4/1/2001","U. of Chicago/Kenwood",30643,40,49,31,0
"4/1/2001","U. of Chicago/Lakeview Express",6153,40,49,31,0
"4/1/2001","Central/Ridge",33384,40,49,31,0
"4/1/2001","Main/Emerson",9958,40,49,31,0
"4/1/2001","Ridge/Grant",34820,40,49,31,0
"4/1/2001","Dodge",37091,40,49,31,0
"5/1/2001","Indiana/Hyde Park",157810,75,85,65,0
"5/1/2001","Hyde Park Express",18692,75,85,65,0
"5/1/2001","King Drive",603448,75,85,65,0
"5/1/2001","Cottage Grove",684256,75,85,65,0
"5/1/2001","Jackson Park Express",497292,75,85,65,0
"5/1/2001","Harrison",118436,75,85,65,0
"5/1/2001","Halsted",539954,75,85,65,0
"5/1/2001","South Halsted",97349,75,85,65,0
